book_id,user_id,rating,title,description,image
1,199,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,201,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,203,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,212,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,221,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,221,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,228,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,228,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,230,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,233,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,233,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,236,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,236,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,236,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,245,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,250,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,250,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,264,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,270,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,273,3,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,278,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,288,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,291,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,300,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,303,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,306,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,306,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,307,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,309,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,310,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,316,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,316,0,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,318,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,318,3,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,350,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,355,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,357,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,357,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,361,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,370,3,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,385,3,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,398,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,413,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,415,2,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,416,5,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
1,425,4,Harry Potter and the Half-Blood Prince,"As Voldemort’s power grows, Harry Potter uncovers critical memories from the past that may hold the key to defeating him. Guided by Professor Dumbledore, Harry learns more about Voldemort’s origins while grappling with teenage romance, jealousy, and the dark secrets of the Half-Blood Prince’s potion book.",https://images.gr-assets.com/books/1361039191m/1.jpg
